experiment_name,sigma,noise,eps,top_1_acc_train,top_1_acc_cert,top_1_acc_pred
cifar_expinf_05,0.5,ExpInfNoise,1.4387755102040816,0.12852,0.0,0.1683
cifar_expinf_05,0.5,ExpInfNoise,1.4693877551020407,0.12852,0.0,0.1683
cifar_expinf_05,0.5,ExpInfNoise,1.5,0.12852,0.0,0.1683
cifar_uniform_05,0.5,UniformNoise,0.0,0.10578000000000014,0.1116,0.1128
cifar_uniform_05,0.5,UniformNoise,0.030612244897959183,0.10578000000000014,0.1115,0.1128
cifar_uniform_05,0.5,UniformNoise,0.061224489795918366,0.10578000000000014,0.1114,0.1128
cifar_uniform_05,0.5,UniformNoise,0.09183673469387754,0.10578000000000014,0.1108,0.1128
cifar_uniform_05,0.5,UniformNoise,0.12244897959183673,0.10578000000000014,0.1098,0.1128
cifar_uniform_05,0.5,UniformNoise,0.15306122448979592,0.10578000000000014,0.1095,0.1128
cifar_uniform_05,0.5,UniformNoise,0.18367346938775508,0.10578000000000014,0.109,0.1128
cifar_uniform_05,0.5,UniformNoise,0.21428571428571427,0.10578000000000014,0.108,0.1128
cifar_uniform_05,0.5,UniformNoise,0.24489795918367346,0.10578000000000014,0.1075,0.1128
cifar_uniform_05,0.5,UniformNoise,0.2755102040816326,0.10578000000000014,0.1064,0.1128
cifar_uniform_05,0.5,UniformNoise,0.30612244897959184,0.10578000000000014,0.1054,0.1128
cifar_uniform_05,0.5,UniformNoise,0.336734693877551,0.10578000000000014,0.1041,0.1128
cifar_uniform_05,0.5,UniformNoise,0.36734693877551017,0.10578000000000014,0.1026,0.1128
cifar_uniform_05,0.5,UniformNoise,0.3979591836734694,0.10578000000000014,0.1014,0.1128
cifar_uniform_05,0.5,UniformNoise,0.42857142857142855,0.10578000000000014,0.1004,0.1128
cifar_uniform_05,0.5,UniformNoise,0.45918367346938777,0.10578000000000014,0.0973,0.1128
cifar_uniform_05,0.5,UniformNoise,0.4897959183673469,0.10578000000000014,0.087,0.1128
cifar_uniform_05,0.5,UniformNoise,0.5204081632653061,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.5510204081632653,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.5816326530612245,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.6122448979591837,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.6428571428571428,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.673469387755102,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.7040816326530612,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.7346938775510203,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.7653061224489796,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.7959183673469388,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.826530612244898,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.8571428571428571,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.8877551020408163,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.9183673469387755,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.9489795918367346,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,0.9795918367346939,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.010204081632653,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.0408163265306123,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.0714285714285714,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.1020408163265305,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.1326530612244898,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.163265306122449,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.193877551020408,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.2244897959183674,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.2551020408163265,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.2857142857142856,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.316326530612245,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.346938775510204,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.3775510204081631,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.4081632653061225,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.4387755102040816,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.4693877551020407,0.10578000000000014,0.0,0.1128
cifar_uniform_05,0.5,UniformNoise,1.5,0.10578000000000014,0.0,0.1128
cifar_laplace_075,0.75,LaplaceNoise,0.0,0.6961599999999989,0.5366,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.030612244897959183,0.6961599999999989,0.5229,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.061224489795918366,0.6961599999999989,0.5098,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.09183673469387754,0.6961599999999989,0.498,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.12244897959183673,0.6961599999999989,0.4844,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.15306122448979592,0.6961599999999989,0.473,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.18367346938775508,0.6961599999999989,0.4616,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.21428571428571427,0.6961599999999989,0.4504,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.24489795918367346,0.6961599999999989,0.4395,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.2755102040816326,0.6961599999999989,0.4279,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.30612244897959184,0.6961599999999989,0.4175,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.336734693877551,0.6961599999999989,0.4079,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.36734693877551017,0.6961599999999989,0.3973,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.3979591836734694,0.6961599999999989,0.3864,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.42857142857142855,0.6961599999999989,0.3769,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.45918367346938777,0.6961599999999989,0.3696,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.4897959183673469,0.6961599999999989,0.3613,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.5204081632653061,0.6961599999999989,0.3532,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.5510204081632653,0.6961599999999989,0.3453,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.5816326530612245,0.6961599999999989,0.3361,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.6122448979591837,0.6961599999999989,0.33,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.6428571428571428,0.6961599999999989,0.3209,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.673469387755102,0.6961599999999989,0.314,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.7040816326530612,0.6961599999999989,0.3085,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.7346938775510203,0.6961599999999989,0.3018,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.7653061224489796,0.6961599999999989,0.2954,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.7959183673469388,0.6961599999999989,0.2883,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.826530612244898,0.6961599999999989,0.281,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.8571428571428571,0.6961599999999989,0.2752,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.8877551020408163,0.6961599999999989,0.2681,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.9183673469387755,0.6961599999999989,0.2617,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.9489795918367346,0.6961599999999989,0.2549,0.6504
cifar_laplace_075,0.75,LaplaceNoise,0.9795918367346939,0.6961599999999989,0.2491,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.010204081632653,0.6961599999999989,0.2441,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.0408163265306123,0.6961599999999989,0.2391,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.0714285714285714,0.6961599999999989,0.2353,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.1020408163265305,0.6961599999999989,0.2297,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.1326530612244898,0.6961599999999989,0.223,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.163265306122449,0.6961599999999989,0.2188,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.193877551020408,0.6961599999999989,0.2132,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.2244897959183674,0.6961599999999989,0.2076,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.2551020408163265,0.6961599999999989,0.2025,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.2857142857142856,0.6961599999999989,0.1973,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.316326530612245,0.6961599999999989,0.1932,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.346938775510204,0.6961599999999989,0.1898,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.3775510204081631,0.6961599999999989,0.1874,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.4081632653061225,0.6961599999999989,0.182,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.4387755102040816,0.6961599999999989,0.1763,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.4693877551020407,0.6961599999999989,0.1737,0.6504
cifar_laplace_075,0.75,LaplaceNoise,1.5,0.6961599999999989,0.1678,0.6504
cifar_expinf_075,0.75,ExpInfNoise,0.0,0.11132000000000006,0.1036,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.030612244897959183,0.11132000000000006,0.1035,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.061224489795918366,0.11132000000000006,0.1033,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.09183673469387754,0.11132000000000006,0.1031,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.12244897959183673,0.11132000000000006,0.1027,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.15306122448979592,0.11132000000000006,0.1025,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.18367346938775508,0.11132000000000006,0.1021,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.21428571428571427,0.11132000000000006,0.102,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.24489795918367346,0.11132000000000006,0.102,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.2755102040816326,0.11132000000000006,0.1019,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.30612244897959184,0.11132000000000006,0.1018,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.336734693877551,0.11132000000000006,0.1017,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.36734693877551017,0.11132000000000006,0.1016,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.3979591836734694,0.11132000000000006,0.1014,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.42857142857142855,0.11132000000000006,0.1013,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.45918367346938777,0.11132000000000006,0.1012,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.4897959183673469,0.11132000000000006,0.1009,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.5204081632653061,0.11132000000000006,0.1008,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.5510204081632653,0.11132000000000006,0.1005,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.5816326530612245,0.11132000000000006,0.1003,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.6122448979591837,0.11132000000000006,0.1,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.6428571428571428,0.11132000000000006,0.0998,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.673469387755102,0.11132000000000006,0.0997,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.7040816326530612,0.11132000000000006,0.0996,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.7346938775510203,0.11132000000000006,0.0992,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.7653061224489796,0.11132000000000006,0.0988,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.7959183673469388,0.11132000000000006,0.0987,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.826530612244898,0.11132000000000006,0.098,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.8571428571428571,0.11132000000000006,0.0976,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.8877551020408163,0.11132000000000006,0.0975,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.9183673469387755,0.11132000000000006,0.0967,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.9489795918367346,0.11132000000000006,0.0967,0.1051
cifar_expinf_075,0.75,ExpInfNoise,0.9795918367346939,0.11132000000000006,0.0962,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.010204081632653,0.11132000000000006,0.096,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.0408163265306123,0.11132000000000006,0.0955,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.0714285714285714,0.11132000000000006,0.0951,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.1020408163265305,0.11132000000000006,0.0947,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.1326530612244898,0.11132000000000006,0.0942,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.163265306122449,0.11132000000000006,0.0937,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.193877551020408,0.11132000000000006,0.0934,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.2244897959183674,0.11132000000000006,0.0925,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.2551020408163265,0.11132000000000006,0.0917,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.2857142857142856,0.11132000000000006,0.0907,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.316326530612245,0.11132000000000006,0.0894,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.346938775510204,0.11132000000000006,0.0882,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.3775510204081631,0.11132000000000006,0.0864,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.4081632653061225,0.11132000000000006,0.0824,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.4387755102040816,0.11132000000000006,0.0774,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.4693877551020407,0.11132000000000006,0.0642,0.1051
cifar_expinf_075,0.75,ExpInfNoise,1.5,0.11132000000000006,0.0,0.1051
cifar_uniform_075,0.75,UniformNoise,0.0,0.11216000000000009,0.1165,0.1204
cifar_uniform_075,0.75,UniformNoise,0.030612244897959183,0.11216000000000009,0.1148,0.1204
cifar_uniform_075,0.75,UniformNoise,0.061224489795918366,0.11216000000000009,0.114,0.1204
cifar_uniform_075,0.75,UniformNoise,0.09183673469387754,0.11216000000000009,0.1132,0.1204
cifar_uniform_075,0.75,UniformNoise,0.12244897959183673,0.11216000000000009,0.1118,0.1204
cifar_uniform_075,0.75,UniformNoise,0.15306122448979592,0.11216000000000009,0.1103,0.1204
cifar_uniform_075,0.75,UniformNoise,0.18367346938775508,0.11216000000000009,0.1081,0.1204
cifar_uniform_075,0.75,UniformNoise,0.21428571428571427,0.11216000000000009,0.1061,0.1204
cifar_uniform_075,0.75,UniformNoise,0.24489795918367346,0.11216000000000009,0.1039,0.1204
cifar_uniform_075,0.75,UniformNoise,0.2755102040816326,0.11216000000000009,0.1026,0.1204
cifar_uniform_075,0.75,UniformNoise,0.30612244897959184,0.11216000000000009,0.1012,0.1204
cifar_uniform_075,0.75,UniformNoise,0.336734693877551,0.11216000000000009,0.1,0.1204
cifar_uniform_075,0.75,UniformNoise,0.36734693877551017,0.11216000000000009,0.0984,0.1204
cifar_uniform_075,0.75,UniformNoise,0.3979591836734694,0.11216000000000009,0.0972,0.1204
cifar_uniform_075,0.75,UniformNoise,0.42857142857142855,0.11216000000000009,0.0959,0.1204
cifar_uniform_075,0.75,UniformNoise,0.45918367346938777,0.11216000000000009,0.094,0.1204
cifar_uniform_075,0.75,UniformNoise,0.4897959183673469,0.11216000000000009,0.0925,0.1204
cifar_uniform_075,0.75,UniformNoise,0.5204081632653061,0.11216000000000009,0.0906,0.1204
cifar_uniform_075,0.75,UniformNoise,0.5510204081632653,0.11216000000000009,0.0883,0.1204
cifar_uniform_075,0.75,UniformNoise,0.5816326530612245,0.11216000000000009,0.0864,0.1204
cifar_uniform_075,0.75,UniformNoise,0.6122448979591837,0.11216000000000009,0.0835,0.1204
cifar_uniform_075,0.75,UniformNoise,0.6428571428571428,0.11216000000000009,0.08,0.1204
cifar_uniform_075,0.75,UniformNoise,0.673469387755102,0.11216000000000009,0.0741,0.1204
cifar_uniform_075,0.75,UniformNoise,0.7040816326530612,0.11216000000000009,0.0662,0.1204
cifar_uniform_075,0.75,UniformNoise,0.7346938775510203,0.11216000000000009,0.0487,0.1204
cifar_uniform_075,0.75,UniformNoise,0.7653061224489796,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,0.7959183673469388,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,0.826530612244898,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,0.8571428571428571,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,0.8877551020408163,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,0.9183673469387755,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,0.9489795918367346,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,0.9795918367346939,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.010204081632653,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.0408163265306123,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.0714285714285714,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.1020408163265305,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.1326530612244898,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.163265306122449,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.193877551020408,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.2244897959183674,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.2551020408163265,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.2857142857142856,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.316326530612245,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.346938775510204,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.3775510204081631,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.4081632653061225,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.4387755102040816,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.4693877551020407,0.11216000000000009,0.0,0.1204
cifar_uniform_075,0.75,UniformNoise,1.5,0.11216000000000009,0.0,0.1204
cifar_laplace_015,0.15,LaplaceNoise,0.0,0.9946600000000002,0.8422,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.030612244897959183,0.9946600000000002,0.8196,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.061224489795918366,0.9946600000000002,0.7988,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.09183673469387754,0.9946600000000002,0.7781,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.12244897959183673,0.9946600000000002,0.7584,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.15306122448979592,0.9946600000000002,0.7406,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.18367346938775508,0.9946600000000002,0.7217,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.21428571428571427,0.9946600000000002,0.7017,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.24489795918367346,0.9946600000000002,0.6832,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.2755102040816326,0.9946600000000002,0.6662,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.30612244897959184,0.9946600000000002,0.6479,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.336734693877551,0.9946600000000002,0.6297,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.36734693877551017,0.9946600000000002,0.6111,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.3979591836734694,0.9946600000000002,0.5928,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.42857142857142855,0.9946600000000002,0.57,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.45918367346938777,0.9946600000000002,0.552,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.4897959183673469,0.9946600000000002,0.5313,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.5204081632653061,0.9946600000000002,0.5137,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.5510204081632653,0.9946600000000002,0.4817,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.5816326530612245,0.9946600000000002,0.4601,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.6122448979591837,0.9946600000000002,0.4178,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.6428571428571428,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.673469387755102,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.7040816326530612,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.7346938775510203,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.7653061224489796,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.7959183673469388,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.826530612244898,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.8571428571428571,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.8877551020408163,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.9183673469387755,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.9489795918367346,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,0.9795918367346939,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.010204081632653,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.0408163265306123,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.0714285714285714,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.1020408163265305,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.1326530612244898,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.163265306122449,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.193877551020408,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.2244897959183674,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.2551020408163265,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.2857142857142856,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.316326530612245,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.346938775510204,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.3775510204081631,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.4081632653061225,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.4387755102040816,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.4693877551020407,0.9946600000000002,0.0,0.8678
cifar_laplace_015,0.15,LaplaceNoise,1.5,0.9946600000000002,0.0,0.8678
cifar_expinf_015,0.15,ExpInfNoise,0.0,0.9878800000000009,0.8651,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.030612244897959183,0.9878800000000009,0.8555,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.061224489795918366,0.9878800000000009,0.8464,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.09183673469387754,0.9878800000000009,0.8346,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.12244897959183673,0.9878800000000009,0.8227,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.15306122448979592,0.9878800000000009,0.8074,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.18367346938775508,0.9878800000000009,0.7882,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.21428571428571427,0.9878800000000009,0.7645,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.24489795918367346,0.9878800000000009,0.7305,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.2755102040816326,0.9878800000000009,0.6712,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.30612244897959184,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.336734693877551,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.36734693877551017,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.3979591836734694,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.42857142857142855,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.45918367346938777,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.4897959183673469,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.5204081632653061,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.5510204081632653,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.5816326530612245,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.6122448979591837,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.6428571428571428,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.673469387755102,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.7040816326530612,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.7346938775510203,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.7653061224489796,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.7959183673469388,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.826530612244898,0.9878800000000009,0.0,0.882
cifar_expinf_015,0.15,ExpInfNoise,0.8571428571428571,0.9878800000000009,0.0,0.882
